ville;latitude;longitude
Corcelles Les Arts;46.945432822;4.796477767
Corcelles Les Citeaux;47.169310047;5.083154661
Corrombles;47.518072499;4.202946473
Courban;47.916042505;4.739347962
Crepand;47.607043299;4.310004284
Crugey;47.181364989;4.681666854
Cussy Le Chatel;47.164462236;4.584557496
Daix;47.360475308;4.969138487
Detain Et Bruant;47.174737459;4.78765265
Drambon;47.33437116;5.379212117
Dree;47.343804139;4.695470345
Duesme;47.636968721;4.693116012
Echevannes;47.54742268;5.160449294
Essarois;47.757717838;4.794804435
Etais;47.701324785;4.439957105
Etrochey;47.88918412;4.520031537
Flagey Echezeaux;47.159223964;4.982765188
Foissy;47.125151368;4.552123433
Fontaines En Duesmois;47.649509782;4.53489255
Fontaine Les Dijon;47.347500029;5.024680391
Fussey;47.128563173;4.816944081
Genay;47.524548939;4.284428836
Glanon;47.03994688;5.10704485
Griselles;47.875859681;4.366062352
Grosbois Les Tichey;47.009392203;5.23598254
Abbans Dessous;47.133644066;5.872795299
Gurgy Le Chateau;47.828585054;4.927911955
Abbevillers;47.427178279;6.922075563
Hauteville Les Dijon;47.375804434;4.980513731
Arc Sous Montenot;46.915171749;6.005864119
Heuilley Sur Saone;47.336140039;5.466019225
Autechaux Roide;47.389276318;6.810998645
Jallanges;46.984532655;5.172618372
Avanne Aveney;47.201655108;5.9557621990000005
Jancigny;47.383947105;5.422317798
Baume Les Dames;47.354300319;6.34312446
Labergement Foigney;47.257486869;5.247621807
Belleherbe;47.263740562;6.650637647
Lantilly;47.542172647;4.378062518
Belvoir;47.320330835;6.616289923
Lechatelet;47.053108372;5.142430626
Berche;47.465980255;6.746962924
Lignerolles;47.902489216;4.887601319
Berthelange;47.201214992;5.780426556
Louesme;47.889336315;4.763793794
Besancon;47.255181494;6.019309828
Lux;47.488104094;5.217835902
Blarians;47.411804323;6.178688683
Maconge;47.225573152;4.577089304
La Bosse;47.1437117;6.64898873
Magny St Medard;47.381144047;5.247393652
Bouclans;47.244707947;6.235312183
Malain;47.32078525;4.79419131
Bournois;47.488558803;6.49702847
Maligny;47.084238392;4.505907144
Boussieres;47.151628838;5.901267004
Marey Les Fussey;47.121976714;4.862683586
Braillans;47.31222585;6.086497911
Mont D Origny;49.850896781;3.526844873
Marey Sur Tille;47.59417997;5.082084249
Breres;47.05776022;5.863897361
Montfaucon;48.946806275;3.432389762
Marigny Le Cahouet;47.455503264;4.453561903
Bretonvillers;47.215946125;6.617164131
Montgobert;49.289955909;3.173881398
Marsannay Le Bois;47.44062342;5.096647574
Brey Et Maison Du Bois;46.746807485;6.241344569
Montgru St Hilaire;49.176189285;3.327121891
Mauvilly;47.709396164;4.703644119
Cendrey;47.398298953;6.245193749
Monthiers;49.108710064;3.294180596
Meloisey;47.034824113;4.720225434
Chalezeule;47.256765757;6.066057384
Montigny Le Franc;49.687518692;3.918828212
Menessaire;47.133486414;4.152733668
Champagney;47.254901313;5.892782613
Montigny Sur Crecy;49.7148469;3.583773712
Molinot;47.010730075;4.580296019
Chapelle Des Bois;46.606943416;6.108095211
Mont St Martin;49.274753931;3.64211898
Montceau Et Echarnant;47.061344853;4.666698056
Charquemont;47.201962155;6.842410599
Morgny En Thierache;49.754627779;4.076628621
Montigny Mornay Villeneuve Vingeanne;47.568488741;5.450612855
Charquemont;47.201962155;6.842410599
Mortiers;49.693082652;3.663838907
Montliot Et Courcelles;47.894650025;4.560212903
Chassagne St Denis;47.083352652;6.111262051
Muscourt;49.35924231;3.743982155
Montmoyen;47.730124796;4.793899388
La Chaux;47.019312756;6.414706314
Nanteuil Notre Dame;49.190781658;3.412286837
Mussy La Fosse;47.52155977;4.44461305
Chenecey Buillon;47.138387489;5.974503724
La Neuville En Beine;49.676112934;3.156015287
Nantoux;47.034340011;4.759370439
La Chevillotte;47.22051727;6.156411489
Neuville St Amand;49.820937959;3.333707351
Noidan;47.346351689;4.409463506
Chevroz;47.331321615;5.999890873
Neuville Sur Ailette;49.469077479;3.699581712
Nolay;46.959088382;4.619842173
Courcelles Les Montbeliard;47.49512739;6.78467435
Neuville Sur Margival;49.454931094;3.39840909
Norges La Ville;47.406804735;5.069716471
Le Crouzet;46.706754309;6.131650462
Neuvillette;49.855787614;3.468172172
Normier;47.363309662;4.433731118
Cuse Et Adrisans;47.483413505;6.389118261
Nogentel;49.014110066;3.403964932
Oisilly;47.416760566;5.361223298
Dambelin;47.369184131;6.667526827
Noircourt;49.669567584;4.094762329
Ouges;47.260593121;5.078237298
Dampierre Les Bois;47.50706732;6.915935431
Nouvion Le Comte;49.707807719;3.460229955
Pagny La Ville;47.057953156;5.16928445
Dompierre Les Tilleuls;46.886896327;6.163811583
Nouvion Le Vineux;49.509683391;3.605346479
Perrigny Sur L Ognon;47.305383229;5.463721936
Dung;47.505908983;6.745592847
Nouvron Vingre;49.433782177;3.1881099
Pichanges;47.456030796;5.157946945
Echevannes;47.070803178;6.236268823
Origny En Thierache;49.886071205;4.011069622
Planay;47.737114943;4.375149091
L Ecouvotte;47.344156517;6.252960505
Oulches La Vallee Foulon;49.431232244;3.740339532
Poiseul La Ville Et Laperriere;47.569545593;4.6641168440000005
Epenouse;47.213281121;6.397455452
Oulchy La Ville;49.209875672;3.341054952
Pommard;47.013018816;4.795570903
Esnans;47.333337341;6.323316241
Oulchy Le Chateau;49.206838462;3.382242869
Poncey Sur L Ignon;47.490542969;4.751955954
Etalans;47.165237266;6.253709669
Oulchy Le Chateau;49.206838462;3.382242869
Pont;47.178798233;5.324181172
Etupes;47.506174565;6.87418589
Paars;49.330065715;3.603035232
Quincerot;47.617770535;4.271019567
Flagey;47.047104227;6.111753757
Paissy;49.426959295;3.702037259
Quincey;47.107380027;4.972096449
Fontain;47.190482288;6.031784871
Pargnan;49.394062196;3.703341702
Quincy Le Vicomte;47.617086748;4.239671156
Frambouhans;47.200359222;6.777178435
Pargny Filain;49.463156372;3.53934125
La Roche Vanneau;47.470691149;4.529799124
Franois;47.225194306;5.925559392
Passy En Valois;49.162725907;3.184840116
Rougemont;47.670775251;4.257959812
Geney;47.483089214;6.565421519
Pierremande;49.566317224;3.25862202
Rouvres En Plaine;47.238213703;5.138972827
Germondans;47.414083595;6.20027243
Ruffey Les Beaune;47.021937506;4.92245563
Glere;47.348257334;6.983756337
Sacquenay;47.584133252;5.321126276
Gouhelans;47.454215945;6.357158985
St Anthot;47.320515948;4.643106251
Goux Les Usiers;46.981021878;6.294050399
St Germain De Modeon;47.372228118;4.124249389
Les Grangettes;46.832363933;6.315441847
St Germain Les Senailly;47.597908155;4.281154538
Guillon Les Bains;47.315762888;6.394032102
Ste Marie La Blanche;46.974042264;4.891800839
Guyans Durnes;47.129544672;6.243733817
St Martin De La Mer;47.237473882;4.229583257
Guyans Vennes;47.167578551;6.5837129260000005
St Maurice Sur Vingeanne;47.579115371;5.398248858
Houtaud;46.911849921;6.301140834
St Nicolas Les Citeaux;47.129029287;5.08444922
Hyevre Paroisse;47.374017986;6.43290148
Semur En Auxois;47.491002004;4.341535843
Hyevre Paroisse;47.374017986;6.43290148
Souhey;47.487946354;4.420852998
Larnod;47.178626281;5.973427465
Tart;47.192656727;5.214099319
Lavans Vuillafans;47.08029646;6.25790085
Thenissey;47.496481042;4.6188211500000005
Levier;46.959668626;6.11213352
Thoste;47.435586508;4.227003901
Loray;47.159449996;6.496787846
Torcy Et Pouligny;47.497135953;4.236215349
Lougres;47.471561341;6.683822844
Trugny;46.972021191;5.146050017
Maisons Du Bois Lievremont;46.979971046;6.413893013
Uncey Le Franc;47.343787519;4.574884325
Maisons Du Bois Lievremont;46.979971046;6.413893013
Vandenesse En Auxois;47.223241582;4.620473047
Mancenans Lizerne;47.25848706;6.77436117
Varanges;47.234904542;5.191566814
Mazerolles Le Salin;47.244250233;5.865925367
Vernois Les Vesvres;47.652763876;5.150622041
Mediere;47.463207849;6.602536929
Veronnes;47.535521283;5.238931352
Les Monts Ronds;47.163249504;6.064002076
Verrey Sous Salmaise;47.438444593;4.674579018
Moncey;47.361799381;6.135551844
Vianges;47.16554949;4.325129754
Mondon;47.448522447;6.312905664
Villedieu;47.907524081;4.383678401
Montecheroux;47.348726264;6.798454213
Villers La Faye;47.108746761;4.884116014
Montivernage;47.311241144;6.421898621
Villers Les Pots;47.210801454;5.346704888
Montjoie Le Chateau;47.346058707;6.897284926
Villiers Le Duc;47.792475104;4.703567396
Montmahoux;46.983214277;6.032936961
Vitteaux;47.397212323;4.542376612
Montperreux;46.820708517;6.3444674370000005
Vonges;47.2891755;5.395622898
Myon;47.009644779;5.939465516
Vougeot;47.173717999;4.960133384
Naisey Les Granges;47.208566991;6.234317116
Nancray;47.249539677;6.177531079
Nans;47.476253888;6.410721751
Noel Cerneux;47.104741344;6.659243894
Ollans;47.42068642;6.245382003
Orgeans Blanchefontaine;47.266027852;6.753618492
Pessans;47.073241272;5.887283561
La Planee;46.841870063;6.272271604
Pont De Roide Vermondans;47.385051549;6.762837434
Pouilley Francais;47.206147296;5.84278504
Presentevillers;47.501434143;6.726698642
La Pretiere;47.445757775;6.609667858
Le Puy;47.345730017;6.230695456
Quingey;47.102477326;5.881250252
Randevillers;47.307114469;6.527263125
Rochejean;46.726566315;6.303948741
Ronchaux;47.042909007;5.903550422
La Ville Aux Bois Les Pontavert;49.4267508;3.85073597
Roset Fluans;47.153801543;5.832528905
Rougemont;47.479650275;6.347947078
Le Russey;47.155171773;6.735197536
Ste Anne;46.950284689;5.984155982
St Gorgon Main;47.017102291;6.335944718
Ste Marie;47.501805036;6.694864462
St Maurice Colombier;47.43178917;6.65022211
Sancey;47.293416609;6.5715831
Saraz;46.992522529;5.974924403
Sechin;47.339600802;6.285766154
Seloncourt;47.457162512;6.8643015940000005
Silley Amancey;47.033276121;6.136438387
Thiebouhans;47.271229264;6.843904415
La Tour De Scay;47.382347774;6.224943209
Trepot;47.169724476;6.169640864
Trouvans;47.420121776;6.34763323
Uzelle;47.465667182;6.442601884
Vaire;47.276475492;6.152976011
Vaire;47.276475492;6.152976011
Val De Roulans;47.360955918;6.268618946
Vaucluse;47.248742495;6.690798502
Vaudrivillers;47.283470327;6.427787352
Verne;47.397086282;6.351358205
Vernierfontaine;47.110053424;6.295130641
Vernois Les Belvoir;47.321311767;6.640120059
Aspres Les Corps;44.812759793;5.999525437
La Chapelle En Valgaudemar;44.816614679;6.242955361
Villar Loubiere;44.836878433;6.135695743
Ajoux;44.754643506;4.485312969
Balazuc;44.508690596;4.372446244
Chauzon;44.491563996;4.344798631
Creysseilles;44.75964153;4.530035263
Laboule;44.595578809;4.169046101
Loubaresse;44.590983026;4.051113345
Lyas;44.756883688;4.59654574
Malarce Sur La Thines;44.47842111;4.050331709
Belsentes;44.915172091;4.501873879
Orgnac L Aven;44.309810304;4.423400895
Ruoms;44.447681335;4.347652356
St Barthelemy Le Meil;44.884997366;4.478363421
St Christol;44.869620158;4.439331116
St Julien Du Gua;44.771007368;4.440454599
St Pierre St Jean;44.48245206;4.101861085
St Sauveur De Montagut;44.82079012;4.572466396
Tauriers;44.551893536;4.273164049
Toulaud;44.901951399;4.792004694
Uzer;44.517951275;4.32664358
Les Vans;44.392227568;4.114704212
Les Vans;44.392227568;4.114704212
Abbenans;47.496247466;6.450747182
Les Allies;46.94881092;6.448452159
Anteuil;47.37595213;6.5763163030000005
Arbouans;47.488799169;6.808337068
Arc Et Senans;47.035433492;5.769789549
Autechaux;47.380245304;6.384779357
Avanne Aveney;47.201655108;5.9557621990000005
Badevel;47.501723856;6.938674361
Battenans Varin;47.241932361;6.715310844
Beutal;47.474672092;6.635832866
Blussangeaux;47.434842888;6.618933477
Blussans;47.41225509;6.62011575
Bonnay;47.329493241;6.044578481
Boujailles;46.884104444;6.07868104
Bremondans;47.231994724;6.396897581
Les Breseux;47.274951128;6.802003552
Bretigney Notre Dame;47.309181266;6.302898002
Buffard;47.032839267;5.827897192
Bugny;46.998248969;6.357857973
Burgille;47.261567725;5.781537106
Cademene;47.094257945;6.026922135
Chaffois;46.917263306;6.256433027
Chaleze;47.261390184;6.094894916
Champoux;47.340852074;6.13559846
Charmauvillers;47.231685361;6.917276817
Charmoille;47.239619958;6.668304439
Chatelblanc;46.665307088;6.10658003
Chatillon Le Duc;47.305284851;6.001151018
Chaucenne;47.28485;5.895165901
Chaux Les Passavant;47.235648582;6.350494314
La Chenalotte;47.108144788;6.687951991
Pays De Clerval;47.390020699;6.50844951
Corcelles Ferrieres;47.226772402;5.804877522
Courchapon;47.258386819;5.751185715
Cour St Maurice;47.263934609;6.709847041
Crosey Le Grand;47.34709352;6.52691411
Dampierre Sur Le Doubs;47.4668777;6.732208503
Dampjoux;47.338762709;6.748695648
Dannemarie Sur Crete;47.206830664;5.865289725
Devecey;47.323598235;6.017672644
Echenans;47.527337056;6.69313515
Etalans;47.165237266;6.253709669
Eternoz;47.016116016;6.001525645
Eternoz;47.016116016;6.001525645
Etray;47.12531134;6.334201836
Evillers;46.995349576;6.222175556
Flagey Rigney;47.413979915;6.219722806
Flangebouche;47.122350055;6.471895129
Fleurey;47.301041945;6.777469763
Fontaine Les Clerval;47.421802254;6.469327234
Les Fontenelles;47.192383926;6.754190551
Fourbanne;47.335361383;6.305301846
Fournet Blancheroche;47.166173729;6.825775419
Frasne;46.851859947;6.146036173
Gennes;47.247670833;6.131188698
Gondenans Les Moulins;47.465111132;6.382901957
Grand Combe Chateleu;47.016080357;6.560013158
La Grange;47.284354888;6.670531074
Les Hopitaux Vieux;46.803496233;6.391184909
Hyevre Magny;47.360892584;6.433752187
Issans;47.526958746;6.732001749
Landresse;47.26067403;6.488841889
Longevelle Sur Doubs;47.459655584;6.649703274
Magny Chatelard;47.233949042;6.328106748
Malans;47.044524834;6.029357811
Malbuisson;46.798960127;6.311606472
Malpas;46.827677934;6.28889771
Mandeure;47.432636734;6.810349362
Le Memont;47.1608061;6.688628299
Mesandans;47.43007922;6.37991476
Metabief;46.764784935;6.353793751
Montagney Servigney;47.466051358;6.303669247
Montandon;47.299082048;6.834865521
Montbenoit;46.983616285;6.46576837
Le Moutherot;47.243143755;5.731519214
Les Premiers Sapins;47.082628772;6.339414929
Noirefontaine;47.346431572;6.764867378
Noironte;47.273632639;5.870493972
Novillars;47.28772022;6.12913962
Orchamps Vennes;47.110906714;6.513493444
Ornans;47.101387882;6.151533154
Orsans;47.251507122;6.379961601
Osselle Routelle;47.153762847;5.861295668
Ougney Douvot;47.319936459;6.275287232
Boue;50.011550543;3.714459526
Oye Et Pallet;46.851935344;6.338959037
La Bouteille;49.878288472;3.96176401
Palantine;47.099196847;5.941665017
Braye En Thierache;49.768049649;3.962134828
Palise;47.365930773;6.092386055
Braye;49.422387936;3.376975383
Plaimbois Vennes;47.184099906;6.5471972560000005
Bruyeres Sur Fere;49.199671957;3.445415703
Le Val;47.063051358;5.906786548
Buironfosse;49.958217815;3.83827898
Pont Les Moulins;47.326040055;6.367201665
Burelles;49.768802224;3.911694741
Puessans;47.434399963;6.324038768
Celles Les Conde;49.01485859;3.569453258
Remondans Vaivre;47.379252444;6.708361041
Celles Sur Aisne;49.415647667;3.475187219
Reugney;47.010509406;6.152488586
Cessieres Suzy;49.558013373;3.48118285
Rignosot;47.38384756;6.199494334
Chacrise;49.299932209;3.397501152
Roche Lez Beaupre;47.281366784;6.107585245
Chamouille;49.472574306;3.670803217
Rognon;47.419200291;6.308284807
La Chapelle Sur Chezy;48.949543456;3.376327211
Romain;47.44400234;6.380377874
Le Charmel;49.112431003;3.541566223
Rondefontaine;46.73323363;6.182568894
Chavonne;49.407528707;3.562380284
Rosureux;47.213894288;6.684100649
Cheret;49.514292728;3.686902535
St Georges Armont;47.404102944;6.550174357
Chery Les Rozoy;49.722465319;4.101513436
St Hippolyte;47.312466033;6.812169842
Chevennes;49.818031969;3.736290274
St Juan;47.289791396;6.343194133
Chezy Sur Marne;48.984427277;3.382357064
St Point Lac;46.810826279;6.295717993
Chivres En Laonnois;49.626903051;3.855468948
Samson;47.053562317;5.879558038
Chouy;49.216959296;3.247470895
Sarrageois;46.703887211;6.2345685920000005
Clairfontaine;49.974089631;3.986389624
Septfontaines;46.975950025;6.178274175
Serre Les Sapins;47.24017513;5.934566765
Servin;47.305642351;6.471393097
La Sommette;47.191987349;6.509592635
Soye;47.45205446;6.503713059
Tallenay;47.305858665;6.021534543
Aigues Juntes;43.050400025;1.471458393
Tarcenay Foucherans;47.158432375;6.123876067
Argein;42.923755653;0.990460504
Tournans;47.399387903;6.311686054
Artix;43.06660141;1.562149832
Trevillers;47.283918503;6.874611072
Arvigna;43.059194027;1.72896982
Vaire;47.276475492;6.152976011
Ascou;42.719585461;1.930831083
Valleroy;47.385533386;6.124738373
Aucazein;42.920698535;0.966276035
Valoreille;47.294026917;6.740852927
Augirein;42.910788832;0.916933324
Vandoncourt;47.458935403;6.906726062
Auzat;42.70207511;1.443094286
Vauclusotte;47.277316105;6.733645196
Axiat;42.799326321;1.760803165
Vellerot Les Belvoir;47.348087089;6.591167601
Ax Les Thermes;42.686666996;1.818050343
Vellerot Les Vercel;47.246318355;6.442228586
Bagert;43.079639124;1.070089761
Vergranne;47.40927405;6.391194398
Balagueres;42.967660998;1.017477618
Le Vernoy;47.567042675;6.671520172
La Bastide De Lordat;43.139634572;1.71491945
Vieux Charmont;47.523415881;6.843516801
Baulou;43.017685603;1.5419448020000002
Buzan;42.956738398;0.960131893
Campagne Sur Arize;43.119839747;1.321466475
Carla Bayle;43.157661251;1.3729059380000002
Le Carlaret;43.131173395;1.694136768
Castillon En Couserans;42.916594803;1.055073703
Caumont;43.02401843;1.079753911
Caussou;42.772186683;1.822240933
Caychax;42.807965084;1.727685748
Contrazy;43.05778681;1.206512236
Cos;42.980009049;1.56912078
Montigny En Arrouaise;49.912004001;3.483380112
Montlevon;48.962881745;3.5153661
Morcourt;49.875885119;3.33376442
Morsain;49.461530468;3.190773035
Moulins;49.42040219;3.679437925
Moussy Verneuil;49.41243455;3.636578979
Nampcelles La Cour;49.776677946;4.001545141
Nauroy;49.95109226;3.259127291
La Neuville Bosmont;49.714499279;3.833211434
La Neuville Housset;49.788415895;3.731426487
